,village,school,num_students
5269,Šrobárová,"Materská škola - Šrobárová, Školská",20.0
5270,Štefanov,ZŠ s MŠ - Štefanov,161.0
5271,Štefanov,MŠ pri ZŠ - Štefanov,36.0
5272,Štefanov nad Oravou,"Materská škola - Štefanov nad Oravou, Hlavná",23.0
5273,Štefanová,Materská škola - Štefanová,20.0
5274,Šterusy,Materská škola - Šterusy,14.0
5275,Štiavnické Bane,Materská škola pri ZŠ - Štiavnické Bane,58.0
5276,Štiavnické Bane,ZŠ s MŠ - Štiavnické Bane,190.0
5277,Štiavnička,Materská škola - Štiavnička,57.0
5278,Štiavnička,Materská škola - Štiavnička,57.0
5279,Štiavnik,EP pri ZŠ s MŠ-MŠ - Štiavnik,92.0
5280,Štiavnik,ZŠ s MŠ - Štiavnik,390.0
5281,Štitáre,"Materská škola - Štitáre, Pri prameni",17.0
5282,Štítnik,"Materská škola - Štítnik, Jelšavská",43.0
5283,Štítnik,"ZŠ - Štítnik, Školská",265.0
5284,Štós,Súkr.ZŠsMŠ pri kúpeľoch - Štós,19.0
5285,Štós,ZŠ - Štós,44.0
5286,Štós,Materská škola - Štós,14.0
5287,Štrba,"Materská škola - Štrba, Čsl.armády",68.0
5288,Štrba,"ZŠ - Štrba, Školská",208.0
5289,Štrba,"EP - Súkr. stredná špor - Štrba, Školská",
5290,Štrba,"EP - MŠ - Štrba, Bellova",
5291,Štrkovec,Materská škola s VJM - Štrkovec,19.0
5292,Štrkovec,ZŠ s VJM - Štrkovec,35.0
5293,Štrkovec,Materská škola s VJM - Štrkovec,19.0
5294,Štrkovec,ZŠ s VJM - Štrkovec,35.0
5295,Štúrovo,"Materská škola - Štúrovo, Adyho",42.0
5296,Štúrovo,"ZŠ - Štúrovo, Adyho",507.0
5297,Štúrovo,"Gym. - Gimnázium - Štúrovo, Adyho",94.0
5298,Štúrovo,"ZŠ E.Adyho s VJM - Štúrovo, Adyho",664.0
5299,Štúrovo,"Materská škola - Óvoda - Štúrovo, Bartókova",113.0
5300,Štúrovo,"Materská škola - Óvoda - Štúrovo, Družstevný rad",63.0
5301,Štúrovo,"Cirk. materská škola - Štúrovo, Družstevný rad",22.0
5302,Štúrovo,"MŠ s VJM - Óvoda - Štúrovo, Lipová",41.0
5303,Štúrovo,"Špec. ZŠ - Štúrovo, Lipová",68.0
5304,Štúrovo,"Súkr. OA - Súkr. SŠ - Štúrovo, Sv.Štefana",
5305,Štúrovo,"Súkr. SOŠ - súkr. SŠ - Štúrovo, Sv.Štefana",
5306,Štúrovo,"SOŠ - techniky - Štúrovo, Svätého Štefana",140.0
5307,Štvrtok,Materská škola - Štvrtok,15.0
5308,Štvrtok na Ostrove,Materská škola s VJM - Štvrtok na.O.,37.0
5309,Štvrtok na Ostrove,"ZŠ - Štvrtok na.O., Školský rad",74.0
5310,Šumiac,"Materská škola - Šumiac, J.Bottu",19.0
5311,Šumiac,"ZŠ - Šumiac, Kráľovohoľská",140.0
5312,Šuňava,"EP ZŠ s MŠ (MŠ) - Šuňava, SNP",49.0
5313,Šuňava,"ZŠ s MŠ - Šuňava, SNP",165.0
5314,Šuňava,"EP - ZŠ s MŠ - Šuňava,  Školská",
5315,Šurany,"ZŠ - Šurany, Bernolákova",201.0
5316,Šurany,"Gym. - Šurany, Bernolákova",258.0
5317,Šurany,"Materská škola - Šurany, MDŽ",149.0
5318,Šurany,"Materská škola - Šurany, Mostná",141.0
5319,Šurany,"SOŠ technická - Šurany, Nitrianska",248.0
5320,Šurany,"SOŠ gastr. a služ. - Šurany, Hviezdoslavova",173.0
5321,Šurany,"Cirk. ZŠ Ž.Bosniakovej - Šurany, Nám.hrd.",184.0
5322,Šurany,"OA - Šurany, Nám.hrd.",210.0
5323,Šurany,"ZŠ - Šurany, SNP",409.0
5324,Šurany,"Špec. zákl. škola - Šurany, Jesenského",35.0
5325,Šurianky,Materská škola - Šurianky,15.0
5326,Šúrovce,"MŠ pri ZŠ - Šúrovce, Školská",57.0
5327,Šúrovce,"ZŠ s MŠ - Šúrovce, Školská",217.0
5328,Šútovo,"Materská škola - Šútovo, Fatranská",19.0
5329,Švábovce,ZŠ s MŠ - Švábovce,190.0
5330,Švábovce,Materská škola pri ZŠ - Švábovce,41.0
5331,Švábovce,Ev. materská škola - Švábovce,20.0
5332,Švedlár,"Materská škola - Švedlár, Mlynská",27.0
5333,Švedlár,"ZŠ - Švedlár, Školská",268.0
5334,Švedlár,"Materská škola - Švedlár, Železničná",41.0
5335,Švošov,Materská škola pri ZŠ - Švošov,39.0
5336,Švošov,Cirk. ZŠ sv. Matúša - Švošov,40.0
5337,Tachty,Materská škola pri ZŠ - Tachty,13.0
5338,Tachty,ZŠ s MŠ - Tachty,27.0
5339,Tajná,Materská škola - Tajná,7.0
5340,Tajov,Materská škola - Tajov,23.0
5341,Ťapešovo,Materská škola - Ťapešovo,29.0
5342,Ťapešovo,ZŠ - Ťapešovo,31.0
5343,Tarnov,ZŠ - Tarnov,11.0
5344,Tarnov,Materská škola - Tarnov,18.0
5345,Tehla,Materská škola - Tehla,11.0
5346,Tekovská Breznica,ZŠ s MŠ - Tekovská Breznica,99.0
5347,Tekovská Breznica,Materská škola pri ZŠ - Tekovská Breznica,52.0
5348,Tekovské Lužany,"ZŠ s VJM - Tek.Lužany, Komenského",54.0
5349,Tekovské Lužany,"ZŠ - Tek.Lužany, Komenského",230.0
5350,Tekovské Lužany,"Materská škola - Tek.Lužany, Osloboditeľov",59.0
5351,Tekovské Nemce,"ZŠ s MŠ - Tek.Nemce, Školská",80.0
5352,Tekovské Nemce,"EP Materská šk. pri ZŠ - Tek.Nemce, Školská",33.0
5353,Tekovský Hrádok,Materská škola - Tekovský Hrádok,5.0
5354,Telgárt,Materská škola - Telgárt,22.0
5355,Telgárt,ZŠ - Telgárt,208.0
5356,Teplička,Materská škola pri ZŠ - Teplička,15.0
5357,Teplička,ZŠ s MŠ - Teplička,16.0
5358,Teplička nad Váhom,"ZŠ Žofie Bosniakovej - Teplička n.V., Školská",177.0
5359,Teplička nad Váhom,"ZŠ s MŠ - Teplička n.V., Školská",211.0
5360,Teplička nad Váhom,"EP pri ZŠ s MŠ - MŠ - Teplička n.V., Školská",124.0
5361,Teplička nad Váhom,"EP pri ZŠ s MŠ - MŠ - Teplička n.V., Školská",18.0
5362,Teplý Vrch,EP - ZŠ s MŠ P. E. D. - Teplý Vrch,18.0
5363,Teplý Vrch,ZŠ s MŠ - Teplý Vrch,160.0
5364,Terany,Materská škola - Terany,21.0
5365,Terchová,"EP pri ZŠ s MŠ-MŠ - Terchová, A.Hlinku",109.0
5366,Terchová,"EP pri ZŠ s MŠ-ZŠ - Terchová, Struháreň",
5367,Terchová,"EP pri ZŠ s MŠ-MŠ - Terchová, Struháreň",
5368,Terchová,"ZŠ s MŠ - Terchová, Školská",391.0
5369,Teriakovce,Materská škola - Teriakovce,21.0
5370,Terňa,"ZŠ s MŠ - Terňa, Hlavná",310.0
5371,Terňa,"EP - ZŠ s MŠ (MŠ) - Terňa, Záhradná",68.0
5372,Terňa,"EP - SSOŠ - Terňa, Hlavná",
5373,Tesáre,Materská škola - Tesáre,19.0
5374,Tesáre,ZŠ - Tesáre,17.0
5375,Tesárske Mlyňany,"Materská škola - Tesárske Mlyňany, Hlavná",64.0
5376,Tesárske Mlyňany,"ZŠ Štefana Moysesa - Tesárske Mlyňany, Školská",194.0
5377,Tešedíkovo,"Materská škola - Tešedíkovo, Sídl.budúcnosť",41.0
5378,Tešedíkovo,"MŠ s VJM - Óvoda - Tešedíkovo, Sídl.budúcnosť",63.0
5379,Tešedíkovo,"ZŠ - Tešedíkovo, Školská",167.0
5380,Tešedíkovo,"ZŠ s VJM - Tešedíkovo, Školská",118.0
5381,Tešedíkovo,MŠ s VJM - Óvoda - Tešedíkovo,
5382,Tibava,Materská škola - Tibava,14.0
5383,Timoradza,Materská škola - Timoradza,13.0
5384,Tisinec,Materská škola - Tisinec,22.0
5385,Tisovec,"Materská škola - Tisovec, Daxnerova",68.0
5386,Tisovec,"ZŠ Dr.V.C. - Tisovec, Francisciho",317.0
5387,Tisovec,"Ev. gym. - Tisovec, Jesenského",209.0
5388,Tisovec,"SOŠ - Tisovec, Jesenského",148.0
5389,Tisovec,"Materská škola - Tisovec, Vansovej",15.0
5390,Tlmače,"SOŠ technická - Tlmače, Kozmálovská c.",241.0
5391,Tlmače,"Materská škola - Tlmače, Nová",19.0
5392,Tlmače,"Materská škola - Tlmače, Nám.odborárov",81.0
5393,Tlmače,"ZŠ - Tlmače, Školská",230.0
5394,Tomášikovo,ZŠ s MŠ VJM - Tomášikovo,149.0
5395,Tomášikovo,"EP ako súč. ZŠ s MŠ s V - Tomášikovo, Hlavná",33.0
5396,Tomášov,"MŠ s VJM - Tomášov, Mierová",34.0
5397,Tomášov,"Materská škola - Tomášov, Mierová",117.0
5398,Tomášov,"ZŠ - Tomášov, Školská",341.0
5399,Tomášov,"ZŠ s VJM - Tomášov, Školská",121.0
5400,Tomášovce,"ZŠ - Tomášovce, Školská",33.0
5401,Tomášovce,"Materská škola - Tomášovce, Závadská",27.0
5402,Tomášovce,"ZŠ - Tomášovce, Školská",33.0
5403,Tomášovce,"Materská škola - Tomášovce, Závadská",27.0
5404,Topoľčany,"SZŠ - Topoľčany, 17.novembra",197.0
5405,Topoľčany,"Gym. - Topoľčany, 17.novembra",579.0
5406,Topoľčany,"Súkr. konz. - Topoľčany, Gagarinova",268.0
5407,Topoľčany,"Súkr.škola umelec.priem - Topoľčany, Gagarinova",105.0
5408,Topoľčany,"Materská škola - Topoľčany, Gagarinova",117.0
5409,Topoľčany,"ZŠ s MŠ - Topoľčany, Gogoľova",272.0
5410,Topoľčany,"Materská škola pri ZŠ - Topoľčany, Gogoľova",44.0
5411,Topoľčany,"OA - Topoľčany, Inovecká",292.0
5412,Topoľčany,"ZŠ - Topoľčany, J.Hollého",563.0
5413,Topoľčany,"Materská škola - Topoľčany, J.Kráľa",127.0
5414,Topoľčany,"SOŠ potravinárska - Topoľčany, Krušovská",143.0
5415,Topoľčany,"Materská škola - Topoľčany, Lipová",118.0
5416,Topoľčany,"Cirk. ZŠ - Topoľčany, Lipová",247.0
5417,Topoľčany,"ZŠ pri z.z - Spoj. šk. - Topoľčany, Pavlovova",5.0
5418,Topoľčany,"Špec. ZŠ i. - Spoj. šk. - Topoľčany, Pod Kalváriou",84.0
5419,Topoľčany,"SOŠ drevárska - Topoľčany, Pílska",218.0
5420,Topoľčany,"SOŠ OaSl - Topoľčany, T.Vansovej",307.0
5421,Topoľčany,"SOŠ techniky a služieb - Topoľčany, Tovarnícka",365.0
5422,Topoľčany,"SOŠ agrotechnická - Topoľčany, Tovarnícka",261.0
5423,Topoľčany,"Prakt. Šk. - SŠ intern. - Topoľčany, Tovarnícka",11.0
5424,Topoľčany,"Špec. ZŠ i. - SŠ int. - Topoľčany, Tovarnícka",86.0
5425,Topoľčany,"Súkr. SOŠ pedagog. - Topoľčany, Tovarnícka",180.0
5426,Topoľčany,"ZŠ - Topoľčany, Tribečská",665.0
5427,Topoľčany,"Materská škola - Topoľčany, Tribečská",69.0
5428,Topoľčany,"Materská škola - Topoľčany, Tribečská",140.0
5429,Topoľčany,"Materská škola - Topoľčany, Ľ.Fullu",95.0
5430,Topoľčany,"Cirk. ZŠ - Topoľčany, Ľ.Fullu",320.0
5431,Topoľčany,"ZŠ - Topoľčany, Škultétyho",635.0
5432,Topoľčany,"Materská škola - Topoľčany, Škultétyho",111.0
5433,Topoľčany,"Materská škola - Topoľčany, Čerešňová",21.0
5434,Topoľčany,"EP Špec. ZŠ i. - Spoj. - Topoľčany,  Ľ.Fullu",
5435,Topoľčany,"EP OU int - Topoľčany,  Ľ.Fullu",
5436,Topoľčany,"EP Špec. ZŠ - Spoj. šk. - Topoľčany, M.Závodného",
5437,Topoľčianky,"Materská škola - Topoľčianky, Cintorínska",20.0
5438,Topoľčianky,"ZŠ - Topoľčianky, Litoměřická",347.0
5439,Topoľčianky,"Materská škola - Topoľčianky, SNP",61.0
5440,Topoľnica,ZŠ - Topoľnica,16.0
5441,Topoľnica,"Materská škola - Topoľnica, Hlavná",24.0
5442,Topoľníky,"ZŠ s VJM - Topoľníky, Hlavná",183.0
5443,Topoľníky,"Materská škola s VJM - Topoľníky, Pionierska",77.0
5444,Topoľovka,ZŠ s MŠ - Topoľovka,129.0
5445,Topoľovka,Materská škola pri ZŠ - Topoľovka,17.0
5446,Toporec,"Materská škola - Toporec, Školská",29.0
5447,Toporec,"Materská škola - Toporec, Podolínska",17.0
5448,Toporec,"ZŠ - Toporec, Školská",291.0
5449,Toporec,"Špec. ZŠ - Toporec, Kostolná",78.0
5450,Toporec,"EP - SOŠ - Toporec, Kostolná",
5451,Tornaľa,"SOŠ pri RC - Tornaľa, Mierová",35.0
5452,Tornaľa,"SŠ - ŠZŠsVJM - Tornaľa, Mierová",15.0
5453,Tornaľa,"ZŠ F.K. - Tornaľa, Mierová",805.0
5454,Tornaľa,"Spojená zložka - OUI - Tornaľa, Mierová",78.0
5455,Tornaľa,"SOŠ - Tornaľa, Šafárikova",254.0
5456,Tornaľa,"Materská škola - Tornaľa, Školská",193.0
5457,Tornaľa,"ZŠ P.J.Š. - Tornaľa, Škultétyho",398.0
5458,Tornaľa,"OU pri RC - Tornaľa, Mierová",1.0
5459,Tornaľa,"EP - MŠ - Óvoda - Tornaľa, Pri Majeri",
5460,Tornaľa,"EP - MŠ - Óvoda - Tornaľa, Rožňavská",
5461,Tornaľa,"Maters. škola RKC s VJM - Tornaľa, Kollárova",12.0
5462,Torysa,Materská škola pri ZŠ - Torysa,11.0
5463,Torysa,ZŠ s MŠ - Torysa,101.0
5464,Torysa,EP - ZŠ s MŠ - Torysa,48.0
5465,Torysky,Materská škola - Torysky,9.0
5466,Tovarné,Materská škola pri ZŠ - Tovarné,31.0
5467,Tovarné,ZŠ s MŠ - Tovarné,144.0
5468,Tovarníky,"Materská škola - Tovarníky, Okružná",40.0
5469,Tovarníky,"EP Špec ZŠ i. - SŠ int. - Tovarníky, Dr.Pantočku",
5470,Tovarníky,"EP - Spjená šk. intern. - Tovarníky, Dr.Pantočku",
5471,Tôň,"MŠ s VJM - Óvoda - Tôň, Školská",12.0
5472,Tôň,"ZŠ s VJM - Tôň, Školská",18.0
5473,Trakovice,ZŠ s MŠ - Trakovice,267.0
5474,Trakovice,EP ako súčasť ZŠ s MŠ - Trakovice,63.0
5475,Trávnica,"EP Materská škola pri Z - Trávnica, Školská",29.0
5476,Trávnica,"ZŠ s MŠ - Trávnica, Cintorínska",95.0
5477,Trávnik,MŠ s VJM - Óvoda - Trávnik,8.0
5478,Trebatice,"ZŠ - Trebatice, Hlavná ",46.0
5479,Trebatice,"Materská škola - Trebatice, Štúrova ",44.0
5480,Trebeľovce,Materská škola - Trebeľovce,18.0
5481,Trebeľovce,ZŠ - Trebeľovce,16.0
5482,Trebišov,"Súkr. SOŠ - Trebišov, 29.augusta",493.0
5483,Trebišov,"ZŠ - Trebišov, I.Krasku",979.0
5484,Trebišov,"Súkr. SOŠ DSA - Trebišov, Komenského",321.0
5485,Trebišov,"ZŠ - Trebišov, Komenského",782.0
5486,Trebišov,"Cirk. SOŠ sv.J. - Trebišov, Komenského",528.0
5487,Trebišov,"Materská škola - Trebišov, Komenského",122.0
5488,Trebišov,"Gym. - Trebišov, Komenského",308.0
5489,Trebišov,"OA - Trebišov, Komenského",156.0
5490,Trebišov,"Špec. ZŠ - Trebišov, M.R.Štefánika",199.0
5491,Trebišov,"Cirk. gym. - Trebišov, M.R.Štefánika",99.0
5492,Trebišov,"ZŠ - Trebišov, M.R.Štefánika",681.0
5493,Trebišov,"Materská škola - Trebišov, Hviezdoslava",196.0
5494,Trebišov,"SŠ int. - PŠ i. - Trebišov, Poľná",39.0
5495,Trebišov,"SŠ int.- ŠZŠ i. - Trebišov, Poľná",106.0
5496,Trebišov,"SŠ int.- OU i. - Trebišov, Poľná",119.0
5497,Trebišov,"ZŠ - Trebišov, Pribinova",298.0
5498,Trebišov,"Materská škola - Trebišov, Škultétyho",252.0
5499,Trebišov,"EP - Materská škola - Trebišov, Pri Polícii",
5500,Trebišov,"EP - Materská škola - Trebišov,  1.decembra",
5501,Trebišov,"EP - MŠ - Trebišov,  29.augusta",
5502,Trebišov,"Súkr. MŠ DSA - Trebišov, Komenského",40.0
5503,Trebišov,"EP - ZŠ - Trebišov, Medická",
5504,Trebišov,"EP - Cirk. SOŠ - Trebišov, Gorkého",
5505,Trebišov,"EP - Cirk. SOŠ - Trebišov, Medická",
5506,Trebišov,"Cikrevná ZŠ s MŠ - Trebišov, Gorkého",217.0
5507,Trebostovo,Materská škola - Trebostovo,34.0
5508,Trenč,Materská škola - Trenč,12.0
5509,Trenč,ZŠ - Trenč,33.0
5510,Trenčianska Teplá,"Materská škola - Trenč.Teplá, J.Braneckého",131.0
5511,Trenčianska Teplá,"ZŠ - Trenč.Teplá, J.Braneckého",260.0
5512,Trenčianska Teplá,"PŠ Spoj.šk.Inter. - Trenč.Teplá, M.R.Štefánika",7.0
5513,Trenčianska Teplá,"ŠZŠ Spoj.šk.Inter. - Trenč.Teplá, M.R.Štefánika",42.0
5514,Trenčianska Teplá,"EP ako súčasť MŠ - Trenč.Teplá, Dobrá",
5515,Trenčianska Turná,ZŠ s MŠ S T - Trenč.Turná,431.0
5516,Trenčianska Turná,EP ako súčasť ZŠ s MŠ - Trenč.Turná,125.0
5517,Trenčianske Bohuslavice,"Materská škola - Trenč.Bohuslavice, Trenč.Bohuslavice",40.0
5518,Trenčianske Jastrabie,ZŠ - Trenč.Jastrabie,201.0
5519,Trenčianske Jastrabie,Materská škola - Trenč.Jastrabie,39.0
5520,Trenčianske Mitice,Materská škola - Trenč.Mitice,19.0
5521,Trenčianske Stankovce,EP ako súčasť ZŠ J.L. s - Trenč.Stankovce,86.0
5522,Trenčianske Stankovce,ZŠ Jána Lipského s MŠ - Trenč.Stankovce,395.0
5523,Trenčianske Stankovce,SMŠ SiMa - Trenč.Stankovce,27.0
5524,Trenčianske Teplice,"Súkr.stredná športová š - Trenč.Teplice, Sídl.SNP",171.0
5525,Trenčianske Teplice,"Materská škola - Trenč.Teplice, Sídl.SNP",90.0
5526,Trenčianske Teplice,"ZŠ A.B - Trenč.Teplice, SNP",244.0
5527,Trenčín,"Gym. ĽudovítaŠtúra - Trenčín, 1.mája",853.0
5528,Trenčín,"SOŠP sv.A-S a B - Trenčín, 1.mája",244.0
5529,Trenčín,"Materská škola - Trenčín, 28.októbra",41.0
5530,Trenčín,"ZŠ - Trenčín, Bezručova",491.0
5531,Trenčín,"ZŠ - Trenčín, Dlhé Hony",632.0
5532,Trenčín,"ZŠ - Trenčín, Hodžova",866.0
5533,Trenčín,"SZŠ - Trenčín, Veľkomoravská",552.0
5534,Trenčín,"Materská škola - Trenčín, J.Halašu",141.0
5535,Trenčín,"Súkr. materská škola - Trenčín, Janka Kráľa",26.0
5536,Trenčín,"SOŠ OaSl - Trenčín, Jilemnického",700.0
5537,Trenčín,"Materská škola - Trenčín, Kubranská",127.0
5538,Trenčín,"ZŠ - Trenčín, Kubranská",419.0
5539,Trenčín,"SOŠ letecko-technická - Trenčín, Legionárska",282.0
5540,Trenčín,"Materská škola - Trenčín, Legionárska",112.0
5541,Trenčín,"PŠ Spoj.šk internátna V - Trenčín, Ľ.Stárka",17.0
5542,Trenčín,"ŠZŠ Spoj.šk internátna - Trenčín, Ľ.Stárka",128.0
5543,Trenčín,"Súkr. MŠ Slimáčik - Trenčín, M.Turkovej",83.0
5544,Trenčín,"Materská škola - Trenčín, M.Turkovej",86.0
5545,Trenčín,"OA Milana Hodžu - Trenčín, Martina Rázusa",475.0
5546,Trenčín,"Materská škola - Trenčín, Medňanského",73.0
5547,Trenčín,"Materská škola - Trenčín, Na dolinách",133.0
5548,Trenčín,"ZŠ - Trenčín, Na dolinách",261.0
5549,Trenčín,"Súkr. ZŠ FUTURUM - Trenčín, Na dolinách",126.0
5550,Trenčín,"Súkr. gym. FUTURUM - Trenčín, Kožušnícka",203.0
5551,Trenčín,"Materská škola - Trenčín, Niva",36.0
5552,Trenčín,"ZŠ - Trenčín, Novomeského",724.0
5553,Trenčín,"Materská škola - Trenčín, Opatovská c.",115.0
5554,Trenčín,"Súkr. materská škola - Trenčín, Orechovská",20.0
5555,Trenčín,"Piar.gymn. J.Braneckého - Trenčín, Palackého",466.0
5556,Trenčín,"SOŠ - Trenčín, Pod Sokolice",325.0
5557,Trenčín,"ZŠ - Trenčín, Potočná",43.0
5558,Trenčín,"Materská škola - Trenčín, Považská",71.0
5559,Trenčín,"Materská škola - Trenčín, Pri parku",35.0
5560,Trenčín,"Materská škola - Trenčín, Soblahovská",74.0
5561,Trenčín,"SPŠ stavebná E.B. - Trenčín, Staničná",337.0
5562,Trenčín,"Stredná športová škola - Trenčín, Staničná",211.0
5563,Trenčín,"Škola umeleckého priemy - Trenčín, Staničná",475.0
5564,Trenčín,"Materská škola - Trenčín, Stromová",67.0
5565,Trenčín,"Materská škola - Trenčín, Šafárikova",128.0
5566,Trenčín,"Dopravná akadémia - Trenčín, Školská",258.0
5567,Trenčín,"Materská škola - Trenčín, Šmidkeho",128.0
5568,Trenčín,"Materská škola - Trenčín, Švermova",67.0
5569,Trenčín,"Súkr. SOŠ - Trenčín, gen.M.R.Štefánika",186.0
5570,Trenčín,"ZŠ - Trenčín, Veľkomoravská",703.0
5571,Trenčín,"ZŠ - Trenčín, Východná",233.0
5572,Trenčín,"EP ako súčasť MŠ - Trenčín, Východná",
5573,Trenčín,"EP ako súčasť ZŠ - Trenčín, Gagarinova",
5574,Trenčín,"EP ŠZŠ Spoj.šk internát - Trenčín, Biskupická",
5575,Trenčín,"Súkr. MŠ Best Friend - Trenčín, Na zongorke",38.0
5576,Trenčín,"Súkr. ZŠ pre Ž s aut - Trenčín, Na dolinách",15.0
5577,Trenčín,"Súkr. MŠ Motýlik - Trenčín, Pri Parku",17.0
5578,Trenčín,"Súkr. MŠ 2M - Trenčín, Záhumenská",23.0
5579,Trenčín,"Cirk. MŠ bl. Tarzíci - Trenčín, Olbrachtová",45.0
5580,Trenčín,"ZŠ s MŠ A-S a B. - Trenčín, Braneckého",169.0
5581,Trenčín,"MŠ ako súčasť ZŠ s MŠ s - Trenčín, Braneckého",61.0
5582,Trenčín,"EP ako súčasť SMŠ Slimá - Trenčín, Pod Sokolice",
5583,Trhová Hradská,"EP ako súčasť ZŠ s MŠ - Trhová Hradská, Ľ.Kossutha",61.0
5584,Trhová Hradská,"ZŠ s MŠ s VJM - Trhová Hradská, Školská",179.0
5585,Trhovište,"Špec. ZŠ - Trhovište, Tichá",77.0
5586,Trhovište,ZŠ s MŠ - Trhovište,257.0
5587,Trhovište,EP - ZŠsMŠ (MŠ) - Trhovište,32.0
5588,Trhovište,EP - ŠZŠ - Trhovište,
5589,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Ružindolská",100.0
5590,Trnava,"ZŠ s MŠ - Trnava, A.Kubinu",403.0
5591,Trnava,"ZŠ pri ZZ ako o.z. Spoj - Trnava, A.Žarnova",20.0
5592,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Okružná",97.0
5593,Trnava,"ZŠ s MŠ - Trnava, Atómová",457.0
5594,Trnava,"PŠ ako o.z. Spoj.školy - Trnava, Haulíkova",10.0
5595,Trnava,"ŠZŠ ako o.z. Spoj.školy - Trnava, Beethovenova",93.0
5596,Trnava,"SOŠ automobilová - Trnava, Coburgova",386.0
5597,Trnava,"PŠ ako o.z. Spoj.školy - Trnava, Čajkovského",12.0
5598,Trnava,"ŠZŠ s MŠ ako o.z. Spoj. - Trnava, Čajkovského",42.0
5599,Trnava,"SZŠ - Trnava, Daxnerova",560.0
5600,Trnava,"Súkr. SOŠ Gos-Sk - Trnava, Ferka Urbánka",406.0
5601,Trnava,"ZŠ s MŠ Angely Merici - Trnava, Halenárska",514.0
5602,Trnava,"Materská škola - Trnava, Hodžova",91.0
5603,Trnava,"Tanečné konz. - Trnava, Kalinčiakova",56.0
5604,Trnava,"Gym. Angely Merici - Trnava, Hviezdoslavova",423.0
5605,Trnava,"Stredná šport. škola J. - Trnava, J.Bottu",246.0
5606,Trnava,"Arcibiskupské gym. - Trnava, J.Hollého",133.0
5607,Trnava,"SOŠ ped. bl.Laury - Trnava, J.Hollého",278.0
5608,Trnava,"SPŠ technická - Trnava, Komenského",624.0
5609,Trnava,"Súkr. SOŠ DSA - Trnava, Koniarekova",143.0
5610,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Kornela Mahra",81.0
5611,Trnava,"ZŠ s MŠ - Trnava, Kornela Mahra",601.0
5612,Trnava,"OA - Trnava, Kukučínova",509.0
5613,Trnava,"Súkr. MŠ BESST - Trnava, Limbová",113.0
5614,Trnava,"Súkr. ZŠ BESST - Trnava, Limbová",323.0
5615,Trnava,"SOŠ OaSl - Trnava, Lomonosovova",393.0
5616,Trnava,"SPŠ stavebná - Trnava, Lomonosovova",345.0
5617,Trnava,"Súkr. MŠ AKO U MAMY - Trnava, Markovičova 1/A",31.0
5618,Trnava,"Gym. J.Hollého - Trnava, Na hlinách",668.0
5619,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Ľudová",59.0
5620,Trnava,"ZŠ s MŠ - Trnava, Nám.Slov.uč.tovarišstva",723.0
5621,Trnava,"SOŠ elektrotechnická - Trnava, Sibírska",589.0
5622,Trnava,"ZŠ s MŠ - Trnava, Spartakovská",743.0
5623,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Spartakovská",162.0
5624,Trnava,"SPŠ dopravná - Trnava, Študentská",588.0
5625,Trnava,"Materská škola - Trnava, Teodora Tekela",152.0
5626,Trnava,"Cirk. MŠ sv. Alžbety - Trnava, Ustianska",117.0
5627,Trnava,"Materská škola - Trnava, V jame",141.0
5628,Trnava,"Materská škola - Trnava, Vajanského",102.0
5629,Trnava,"MŠ ako súčasť ZŠ - Trnava, Vančurova",40.0
5630,Trnava,"ZŠ s MŠ - Trnava, Vančurova",534.0
5631,Trnava,"SOŠ poľn. a služ. na v. - Trnava, Zavarská",182.0
5632,Trnava,"Súkr. MŠ - Trnava, Dedinská",56.0
5633,Trnava,"MŠ pri ZŠ - Trnava, Ivana Krasku",79.0
5634,Trnava,"ZŠ s MŠ - Trnava, Ivana Krasku",221.0
5635,Trnava,"MŠ ako súčasť ZŠ - Trnava, Halenárska",34.0
5636,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, V jame",57.0
5637,Trnava,"Súkr.Gym. BESST - Trnava, Limbová",92.0
5638,Trnava,"Súkr. MŠ - Trnava, Markovičova",56.0
5639,Trnava,"ŠZŠ i. ako o.z. Spoj.šk - Trnava, Lomonosovova",96.0
5640,Trnava,"OU int. ako o.z. Spoj.š - Trnava, Lomonosovova",89.0
5641,Trnava,"ZŠ s MŠ - Trnava,  Maxima Gorkého",400.0
5642,Trnava,"ZŠ s MŠ - Trnava,  J.Bottu",730.0
5643,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Limbová",109.0
5644,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Jiráskova",82.0
5645,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, L.van Beethovena",86.0
5646,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Botanická",44.0
5647,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Okružná",78.0
5648,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Čajkovského",65.0
5649,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Narcisová",41.0
5650,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Spartakovská",80.0
